customer_id,order_city,order_postal,order_state,latitude,longitude,state,region,city,zip_code
18149,BIRCHWOOD,54817-9013,WI,45.6663,-91.556,WI,Central,Birchwood,54817
18147,BEAVER DAM,53916-1246,WI,43.4578,-88.8373,WI,Central,Beaver Dam,53916
18146,ARGYLE,53504-9725,WI,42.701,-89.8672,WI,Central,Argyle,53504
18145,APPLETON,54915-7421,WI,44.2611,-88.4068,WI,Central,Appleton,54915
18144,APPLETON,54914-6428,WI,44.2611,-88.4068,WI,Central,Appleton,54914
18143,VOLGA,26238-8633,WEST VIRGINIA,39.0784,-80.1354,WV,East,Volga,26238
18142,YAKIMA,98908-1716,WASHINGTON,46.6016,-120.5108,WA,West,Yakima,98908
18141,VANCOUVER,98685-3870,WASHINGTON,45.6307,-122.6745,WA,West,Vancouver,98685
18139,vancouver,98664-3431,Washington,45.6307,-122.6745,WA,West,Vancouver,98664
18138,Vancouver,98664,Washington,45.6307,-122.6745,WA,West,Vancouver,98664
18136,OAK HARBOR,98277-7843,WASHINGTON,48.2932,-122.6432,WA,West,Oak Harbor,98277
18135,Mount Vernon,98273,Washington,48.42,-122.3264,WA,West,Mount Vernon,98273
18133,Moses Lake,98837,Washington,47.1301,-119.2781,WA,West,Moses Lake,98837
18130,MONROE,98272-1721,WASHINGTON,47.856,-121.9706,WA,West,Monroe,98272
18129,WOODINVILLE,98072-9249,WA,47.7546,-122.1589,WA,West,Woodinville,98072
18127,WOODINVILLE,98072-6446,WA,47.7546,-122.1589,WA,West,Woodinville,98072
18126,WENATCHEE,98801-9159,WA,47.4235,-120.3103,WA,West,Wenatchee,98801
18125,Washougal,98671,WA,45.582,-122.348,WA,West,Washougal,98671
18123,Walla Walla,99362,WA,46.065,-118.3303,WA,West,Walla Walla,99362
18122,VERADALE,99037-8227,WA,47.656,-117.2016,WA,West,Veradale,99037
18121,VASHON,98070-3224,WA,47.4446,-122.459,WA,West,Vashon,98070
18120,VANCOUVER,98662-4720,WA,45.6307,-122.6745,WA,West,Vancouver,98662
18119,tukwila,98168,wa,47.4627,-122.2559,WA,West,Tukwila,98168
18118,TACOMA,98422-3480,WA,47.2496,-122.4399,WA,West,Tacoma,98422
18117,Tacoma,98406-5824,WA,47.2496,-122.4399,WA,West,Tacoma,98406
18116,SPOKANE,99223-6365,WA,47.6589,-117.4247,WA,West,Spokane,99223
18114,SPOKANE,99208-8213,WA,47.6589,-117.4247,WA,West,Spokane,99208
18113,SPOKANE,99206-4437,WA,47.6589,-117.4247,WA,West,Spokane,99206
18112,SPOKANE,99205-7633,WA,47.6589,-117.4247,WA,West,Spokane,99205
18110,SPOKANE,99203-1960,WA,47.6589,-117.4247,WA,West,Spokane,99203
18109,spokane,99201,wa,47.6589,-117.4247,WA,West,Spokane,99201
18108,SNOHOMISH,98290-6215,WA,47.918,-122.09,WA,West,Snohomish,98290
18106,Snohomish,98290-4112,WA,47.918,-122.09,WA,West,Snohomish,98290
18105,SILVERDALE,98383-9280,WA,47.6594,-122.6766,WA,West,Silverdale,98383
18104,SILVERDALE,98383-3600,WA,47.6594,-122.6766,WA,West,Silverdale,98383
18102,SHORELINE,98133-4705,WA,47.7563,-122.3438,WA,West,Shoreline,98133
18101,SHELTON,98584-7265,WA,47.2151,-123.1007,WA,West,Shelton,98584
18099,SEQUIM,98382-3171,WA,48.0849,-123.1097,WA,West,Sequim,98382
18097,SEATTLE,98199-2540,WA,47.6038,-122.3301,WA,West,Seattle,98199
18096,Seattle,98199,WA,47.6038,-122.3301,WA,West,Seattle,98199
18095,SEATTLE,98146-3578,WA,47.6038,-122.3301,WA,West,Seattle,98146
18094,Seattle,98146,Wa,47.6038,-122.3301,WA,West,Seattle,98146
18093,SEATTLE,98122-4807,WA,47.6038,-122.3301,WA,West,Seattle,98122
18092,SEATTLE,98122-4534,WA,47.6038,-122.3301,WA,West,Seattle,98122
18088,Seattle,98121-1453,WA,47.6038,-122.3301,WA,West,Seattle,98121
18087,Seattle,98116,WA,47.6038,-122.3301,WA,West,Seattle,98116
18086,SEATTLE,98115-6303,WA,47.6038,-122.3301,WA,West,Seattle,98115
18085,SEATTLE,98112-4828,WA,47.6038,-122.3301,WA,West,Seattle,98112
18084,SEATTLE,98109-5334,WA,47.6038,-122.3301,WA,West,Seattle,98109
18082,seattle,98107,wa,47.6038,-122.3301,WA,West,Seattle,98107
18081,SEATTLE,98106-2403,WA,47.6038,-122.3301,WA,West,Seattle,98106
18080,SEATTLE,98106-2137,WA,47.6038,-122.3301,WA,West,Seattle,98106
18079,SEATTLE,98105-2445,WA,47.6038,-122.3301,WA,West,Seattle,98105
18078,SEATTLE,98104-4084,WA,47.6038,-122.3301,WA,West,Seattle,98104
18077,SEATTLE,98104-2323,WA,47.6038,-122.3301,WA,West,Seattle,98104
18075,SEATTLE,98104-1366,WA,47.6038,-122.3301,WA,West,Seattle,98104
18074,SEATTLE,98103,WA,47.6038,-122.3301,WA,West,Seattle,98103
18073,SEATTLE,98101-4206,WA,47.6038,-122.3301,WA,West,Seattle,98101
18072,SEATTLE,98101-2033,WA,47.6038,-122.3301,WA,West,Seattle,98101
18071,SAMMAMISH,98074-6678,WA,47.6088,-122.0423,WA,West,Sammamish,98074
18069,RENTON,98058,WA,47.4799,-122.2034,WA,West,Renton,98058
18068,RENTON,98057-2178,WA,47.4799,-122.2034,WA,West,Renton,98057
18067,Renton,98056,WA,47.4799,-122.2034,WA,West,Renton,98056
18066,REDMOND,98053-8607,WA,47.6694,-122.1239,WA,West,Redmond,98053
18065,REDMOND,98053-2028,WA,47.6694,-122.1239,WA,West,Redmond,98053
18064,QUIL CEDA VILLAGE,98271-8085,WA,,,WA,West,Quil Ceda Village,98271
18062,Puyallup,98374,Wa,47.1849,-122.2921,WA,West,Puyallup,98374
18061,PUYALLUP,98372-5275,WA,47.1849,-122.2921,WA,West,Puyallup,98372
18059,POULSBO,98370-9540,WA,47.7391,-122.6393,WA,West,Poulsbo,98370
18058,PORT ORCHARD,98367-8275,WA,47.5316,-122.6384,WA,West,Port Orchard,98367
18056,POINT ROBERTS,98281-9712,WA,48.9854,-123.078,WA,West,Point Roberts,98281
18055,Olympia,98516-6801,WA,47.045,-122.8949,WA,West,Olympia,98516
18053,OLYMPIA,98512-9452,WA,47.045,-122.8949,WA,West,Olympia,98512
18050,olalla,98359,wa,47.4305,-122.5429,WA,West,Olalla,98359
18048,NINE MILE FALLS,99026-9243,WA,47.7757,-117.5461,WA,West,Nine Mile Falls,99026
18045,MOUNT VERNON,98274-8224,WA,48.42,-122.3264,WA,West,Mount Vernon,98274
18044,MILL CREEK,98012-8401,WA,47.8601,-122.2043,WA,West,Mill Creek,98012
18043,MILL CREEK,98012-4926,WA,47.8601,-122.2043,WA,West,Mill Creek,98012
18042,MAPLE FALLS,98266-7015,WA,48.9243,-122.0771,WA,West,Maple Falls,98266
18041,LYNNWOOD,98087-8427,WA,47.8279,-122.3054,WA,West,Lynnwood,98087
18040,LYNDEN,98264-9446,WA,48.9466,-122.4569,WA,West,Lynden,98264
18037,Lynden,98264,WA,48.9466,-122.4569,WA,West,Lynden,98264
18036,LANGLEY,98260-8018,WA,48.04,-122.4094,WA,West,Langley,98260
18035,LAKEWOOD,98498-6500,WA,47.1718,-122.5185,WA,West,Lakewood,98498
18034,LAKE STEVENS,98258-8499,WA,48.0198,-122.0661,WA,West,Lake Stevens,98258
18033,LA CONNER,98257-0839,WA,48.3887,-122.4963,WA,West,La Conner,98257
18032,LA CENTER,98629-5409,WA,45.8639,-122.6686,WA,West,La Center,98629
18030,KIRKLAND,98033-8302,WA,47.686,-122.192,WA,West,Kirkland,98033
18027,KIRKLAND,98033,WA,47.686,-122.192,WA,West,Kirkland,98033
18024,Kent,98030-8894,WA,47.3827,-122.227,WA,West,Kent,98030
18022,KENMORE,98028-3361,WA,47.7573,-122.244,WA,West,Kenmore,98028
18019,ISSAQUAH,98027-5619,WA,47.5349,-122.0433,WA,West,Issaquah,98027
18018,ISSAQUAH,98027-3644,WA,47.5349,-122.0433,WA,West,Issaquah,98027
18017,Indianola,98342,Wa,47.7514,-122.5228,WA,West,Indianola,98342
18016,Graham,98338,Wa,47.0396,-122.2786,WA,West,Graham,98338
18015,Gig Harbor,98332-9626,WA,47.326,-122.5879,WA,West,Gig Harbor,98332
18014,GIG HARBOR,98332-5503,WA,47.326,-122.5879,WA,West,Gig Harbor,98332
18013,Gig Harbor,98332,WA,47.326,-122.5879,WA,West,Gig Harbor,98332
18011,Fircrest,98466,WA,47.2317,-122.5143,WA,West,Fircrest,98466
18010,EVERETT,98208-3119,WA,47.9673,-122.2014,WA,West,Everett,98208
18009,EVERETT,98203-2734,WA,47.9673,-122.2014,WA,West,Everett,98203
18008,Enumclaw,98022,WA,47.2048,-121.9916,WA,West,Enumclaw,98022
18006,EDMONDS,98026-7305,WA,47.8106,-122.3775,WA,West,Edmonds,98026
18005,East Wenatchee,98802,WA,47.4157,-120.2931,WA,West,East Wenatchee,98802
18004,DUVALL,98019-8134,WA,47.7423,-121.9857,WA,West,Duvall,98019
18001,DES MOINES,98198-8532,WA,47.3988,-122.3099,WA,West,Des Moines,98198
17999,COLVILLE,99114-2015,WA,48.5466,-117.9055,WA,West,Colville,99114
17997,Chelan,98816,WA,47.841,-120.0165,WA,West,Chelan,98816
17995,CHEHALIS,98532-1606,WA,46.66,-122.9634,WA,West,Chehalis,98532
17994,Centralia,98531,WA,46.7204,-122.9614,WA,West,Centralia,98531
17991,BURLINGTON,98233-2910,WA,48.4757,-122.3254,WA,West,Burlington,98233
17990,BURIEN,98166-2333,WA,47.4699,-122.3485,WA,West,Burien,98166
17988,BRUSH PRAIRIE,98606-7281,WA,45.7289,-122.5421,WA,West,Brush Prairie,98606
17987,Brush Prairie,98606,WA,45.7289,-122.5421,WA,West,Brush Prairie,98606
17986,BRIER,98036-8489,WA,47.7845,-122.2743,WA,West,Brier,98036
17985,BOTHELL,98021-8040,WA,47.7599,-122.2068,WA,West,Bothell,98021
17984,BOTHELL,98012-7472,WA,47.7599,-122.2068,WA,West,Bothell,98012
17980,BOTHELL,98011-2347,WA,47.7599,-122.2068,WA,West,Bothell,98011
17979,BELLINGHAM,98229-9351,WA,48.7544,-122.4789,WA,West,Bellingham,98229
17978,BELLINGHAM,98229-2519,WA,48.7544,-122.4789,WA,West,Bellingham,98229
17977,Bellingham,98229,WA,48.7544,-122.4789,WA,West,Bellingham,98229
17976,BELLINGHAM,98226-9441,WA,48.7544,-122.4789,WA,West,Bellingham,98226
17975,BELLINGHAM,98226-4632,WA,48.7544,-122.4789,WA,West,Bellingham,98226
17974,BELLINGHAM,98225-3525,WA,48.7544,-122.4789,WA,West,Bellingham,98225
17973,BELLINGHAM,98225-2728,WA,48.7544,-122.4789,WA,West,Bellingham,98225
17972,Bellevue,98008,WA,47.6144,-122.1923,WA,West,Bellevue,98008
17970,Bellevue,98005,WA,47.6144,-122.1923,WA,West,Bellevue,98005
17969,BELLEVUE,98004-8533,WA,47.6144,-122.1923,WA,West,Bellevue,98004
17968,Bellevue,98004-6725,WA,47.6144,-122.1923,WA,West,Bellevue,98004
17967,BELLEVUE,98004-5133,WA,47.6144,-122.1923,WA,West,Bellevue,98004
17966,BELLEVUE,98004-5058,WA,47.6144,-122.1923,WA,West,Bellevue,98004
17965,BATTLE GROUND,98604-6439,WA,45.7814,-122.5337,WA,West,Battle Ground,98604
17964,BAINBRIDGE ISLAND,98110-2641,WA,47.6553,-122.5351,WA,West,Bainbridge Island,98110
17962,AUBURN,98092-3284,WA,47.3075,-122.2302,WA,West,Auburn,98092
17961,ARLINGTON,98223-5024,WA,48.1811,-122.139,WA,West,Arlington,98223
17960,ANACORTES,98221-1722,WA,48.502,-122.6237,WA,West,Anacortes,98221
17958,stowe,5672,VT,44.4656,-72.6849,VT,East,Stowe,5672
17957,RUTLAND,5701,VT,43.6106,-72.9726,VT,East,Rutland,5701
17956,NORTHFIELD,05663-6155,VT,44.1512,-72.6565,VT,East,Northfield,05663
17955,BURLINGTON,05408-2667,VT,44.4724,-73.2115,VT,East,Burlington,05408
17954,BARRE,05641-4922,VT,44.197,-72.502,VT,East,Barre,05641
17951,YORKTOWN,23693-4433,VIRGINIA,37.2379,-76.5081,VA,East,Yorktown,23693
17950,Williamsburg,23188,Virginia,37.2707,-76.7075,VA,East,Williamsburg,23188
17949,Vienna,22182-3405,Virginia,38.9013,-77.2652,VA,East,Vienna,22182
17948,Vienna,22182,Virginia,38.9013,-77.2652,VA,East,Vienna,22182
17947,Suffolk,23434-6211,Virginia,36.7282,-76.5836,VA,East,Suffolk,23434
17946,SPRINGFIELD,22152-2216,VIRGINIA,38.7891,-77.187,VA,East,Springfield,22152
17942,Springfield,22150,Virginia,38.7891,-77.187,VA,East,Springfield,22150
17941,SOUTH HILL,23970,Virginia,36.7265,-78.1291,VA,East,South Hill,23970
17940,ROANOKE CITY,24014,VIRGINIA,,,VA,East,Roanoke City,24014
17939,Reston,20190,Virginia,38.9584,-77.358,VA,East,Reston,20190
17937,PORT HAYWOOD,23138-2096,VIRGINIA,37.386,-76.3172,VA,East,Port Haywood,23138
17936,MANASSAS,20110-7942,VIRGINIA,38.7509,-77.4753,VA,East,Manassas,20110
17935,Henrico,23238-3846,Virginia,37.65,-77.61,VA,East,Henrico,23238
17934,FALLS CHURCH,22041-2508,VIRGINIA,38.8823,-77.1711,VA,East,Falls Church,22041
17932,Chester,23831,Virginia,37.3569,-77.4422,VA,East,Chester,23831
17931,Chatham,24531,Virginia,36.8257,-79.3981,VA,East,Chatham,24531
17930,Centreville,20121,Virginia,38.8404,-77.4289,VA,East,Centreville,20121
17929,Centreville,20120,Virginia,38.8404,-77.4289,VA,East,Centreville,20120
17926,Virginia Beach,23454-2613,Va.,36.853,-75.9774,VA,East,Virginia Beach,23454
17925,YORKTOWN,23692-4087,VA,37.2379,-76.5081,VA,East,Yorktown,23692
17924,Wytheville,24382-1633,VA,36.948,-81.087,VA,East,Wytheville,24382
17923,woodbridge,22192,va,38.6582,-77.2497,VA,East,Woodbridge,22192
17921,WIRTZ,24184-3899,VA,37.0765,-79.8895,VA,East,Wirtz,24184
17920,WINDSOR,23487-8912,VA,36.8085,-76.7441,VA,East,Windsor,23487
17919,WILLIAMSBURG,23188-8913,VA,37.2707,-76.7075,VA,East,Williamsburg,23188
17917,WILLIAMSBURG,23188-2809,VA,37.2707,-76.7075,VA,East,Williamsburg,23188
17914,Williamsburg,23188-1115,VA,37.2707,-76.7075,VA,East,Williamsburg,23188
17913,Williamsburg,23188,VA,37.2707,-76.7075,VA,East,Williamsburg,23188
17912,WARRENTON,20186-9650,VA,38.7135,-77.7954,VA,East,Warrenton,20186
17911,Virginia Beach,23456,VA,36.853,-75.9774,VA,East,Virginia Beach,23456
17908,Virginia Beach,23455,Va,36.853,-75.9774,VA,East,Virginia Beach,23455
17906,VIRGINIA BEACH,23454-6807,VA,36.853,-75.9774,VA,East,Virginia Beach,23454
17905,Virginia Beach,23453-6656,VA,36.853,-75.9774,VA,East,Virginia Beach,23453
17904,Virginia Beach,23451,Va,36.853,-75.9774,VA,East,Virginia Beach,23451
17901,VIENNA,22182-2382,VA,38.9013,-77.2652,VA,East,Vienna,22182
17900,Vienna,22180-4105,VA,38.9013,-77.2652,VA,East,Vienna,22180
17899,TOANO,23168-9120,VA,37.3799,-76.8041,VA,East,Toano,23168
17898,STERLING,20165-7311,VA,39.0016,-77.4032,VA,East,Sterling,20165
17897,STERLING,20164-2329,VA,39.0016,-77.4032,VA,East,Sterling,20164
17896,SPRINGFIELD,22151-3925,VA,38.7891,-77.187,VA,East,Springfield,22151
17895,SPOTSYLVANIA,22551-6513,VA,38.1881,-77.6742,VA,East,Spotsylvania,22551
17894,RUCKERSVILLE,22968-2336,VA,38.2332,-78.3692,VA,East,Ruckersville,22968
17893,ROCKVILLE,23146-1629,VA,37.726,-77.6783,VA,East,Rockville,23146
17892,ROCKBRIDGE BATHS,24473-2310,VA,37.94,-79.39,VA,East,Rockbridge Baths,24473
17891,ROANOKE,24019-6010,VA,37.271,-79.9414,VA,East,Roanoke,24019
17890,ROANOKE,24018-9149,VA,37.271,-79.9414,VA,East,Roanoke,24018
17889,Richmond,23238,VA,37.5385,-77.4343,VA,East,Richmond,23238
17888,RICHMOND,23233-6605,VA,37.5385,-77.4343,VA,East,Richmond,23233
17887,RICHMOND,23230-5028,VA,37.5385,-77.4343,VA,East,Richmond,23230
17886,Richmond,23224,VA,37.5385,-77.4343,VA,East,Richmond,23224
17885,RICHMOND,23223-2427,VA,37.5385,-77.4343,VA,East,Richmond,23223
17884,Richmond,23223-1159,VA,37.5385,-77.4343,VA,East,Richmond,23223
17883,RICHMOND,23221-3318,VA,37.5385,-77.4343,VA,East,Richmond,23221
17881,RICHMOND,23221-3212,VA,37.5385,-77.4343,VA,East,Richmond,23221
17880,Reston,20191,VA,38.9584,-77.358,VA,East,Reston,20191
17879,RESTON,20190-4716,VA,38.9584,-77.358,VA,East,Reston,20190
17878,PURCELLVILLE,20132-5100,VA,39.1368,-77.7147,VA,East,Purcellville,20132
17877,POTOMAC FALLS,20165-5662,VA,,,VA,East,Potomac Falls,20165
17874,Portsmouth,23703,VA,36.8354,-76.2983,VA,East,Portsmouth,23703
17873,ORANGE,22960-2608,VA,38.2454,-78.1108,VA,East,Orange,22960
17871,ORANGE,22960-1733,VA,38.2454,-78.1108,VA,East,Orange,22960
17870,OAKTON,22124-2002,VA,38.8814,-77.3006,VA,East,Oakton,22124
17869,NORTH CHESTERFIELD,23235-6063,VA,,,VA,East,North Chesterfield,23235
17867,NORFOLK,23505-2603,VA,36.8465,-76.2916,VA,East,Norfolk,23505
17866,NORFOLK,23504-3901,VA,36.8465,-76.2916,VA,East,Norfolk,23504
17865,NORFOLK,23503-3406,VA,36.8465,-76.2916,VA,East,Norfolk,23503
17864,NORFOLK,23502-4009,VA,36.8465,-76.2916,VA,East,Norfolk,23502
17863,MONTPELIER,23192-2050,VA,37.8213,-77.6844,VA,East,Montpelier,23192
17862,MIDLOTHIAN,23113-1108,VA,37.5063,-77.6493,VA,East,Midlothian,23113
17861,MIDLOTHIAN,23112-4492,VA,37.5063,-77.6493,VA,East,Midlothian,23112
17860,MCLEAN,22102-7722,VA,38.92,-77.22,VA,East,Mclean,22102
17859,McLean,22101,VA,38.92,-77.22,VA,East,Mclean,22101
17858,Manassas,20112,VA,38.7509,-77.4753,VA,East,Manassas,20112
17857,MANASSAS,20110-5688,VA,38.7509,-77.4753,VA,East,Manassas,20110
17856,LOUISA,23093-5506,VA,38.025,-78.0036,VA,East,Louisa,23093
17855,LEESBURG,20175-6596,VA,39.1154,-77.5645,VA,East,Leesburg,20175
