customer_id,latitude,longitude,state,region,city,zip_code
18158,43.2967,-87.9876,WI,Central,Cedarburg,53012
18156,43.1058,-88.0695,WI,Central,Butler,53007
18155,42.6781,-88.2762,WI,Central,Burlington,53105
18154,43.0606,-88.1065,WI,Central,Brookfield,53045
18151,43.0606,-88.1065,WI,Central,Brookfield,53005
18150,44.9333,-89.2096,WI,Central,Birnamwood,54414
18149,45.6663,-91.556,WI,Central,Birchwood,54817
18147,43.4578,-88.8373,WI,Central,Beaver Dam,53916
18146,42.701,-89.8672,WI,Central,Argyle,53504
18145,44.2611,-88.4068,WI,Central,Appleton,54915
18144,44.2611,-88.4068,WI,Central,Appleton,54914
18143,39.0784,-80.1354,WV,East,Volga,26238
18142,46.6016,-120.5108,WA,West,Yakima,98908
18141,45.6307,-122.6745,WA,West,Vancouver,98685
18139,45.6307,-122.6745,WA,West,Vancouver,98664
18138,45.6307,-122.6745,WA,West,Vancouver,98664
18136,48.2932,-122.6432,WA,West,Oak Harbor,98277
18135,48.42,-122.3264,WA,West,Mount Vernon,98273
18133,47.1301,-119.2781,WA,West,Moses Lake,98837
18130,47.856,-121.9706,WA,West,Monroe,98272
18129,47.7546,-122.1589,WA,West,Woodinville,98072
18127,47.7546,-122.1589,WA,West,Woodinville,98072
18126,47.4235,-120.3103,WA,West,Wenatchee,98801
18125,45.582,-122.348,WA,West,Washougal,98671
18123,46.065,-118.3303,WA,West,Walla Walla,99362
18122,47.656,-117.2016,WA,West,Veradale,99037
18121,47.4446,-122.459,WA,West,Vashon,98070
18120,45.6307,-122.6745,WA,West,Vancouver,98662
18119,47.4627,-122.2559,WA,West,Tukwila,98168
18118,47.2496,-122.4399,WA,West,Tacoma,98422
18117,47.2496,-122.4399,WA,West,Tacoma,98406
18116,47.6589,-117.4247,WA,West,Spokane,99223
18114,47.6589,-117.4247,WA,West,Spokane,99208
18113,47.6589,-117.4247,WA,West,Spokane,99206
18112,47.6589,-117.4247,WA,West,Spokane,99205
18110,47.6589,-117.4247,WA,West,Spokane,99203
18109,47.6589,-117.4247,WA,West,Spokane,99201
18108,47.918,-122.09,WA,West,Snohomish,98290
18106,47.918,-122.09,WA,West,Snohomish,98290
18105,47.6594,-122.6766,WA,West,Silverdale,98383
18104,47.6594,-122.6766,WA,West,Silverdale,98383
18102,47.7563,-122.3438,WA,West,Shoreline,98133
18101,47.2151,-123.1007,WA,West,Shelton,98584
18099,48.0849,-123.1097,WA,West,Sequim,98382
18097,47.6038,-122.3301,WA,West,Seattle,98199
18096,47.6038,-122.3301,WA,West,Seattle,98199
18095,47.6038,-122.3301,WA,West,Seattle,98146
18094,47.6038,-122.3301,WA,West,Seattle,98146
18093,47.6038,-122.3301,WA,West,Seattle,98122
18092,47.6038,-122.3301,WA,West,Seattle,98122
18088,47.6038,-122.3301,WA,West,Seattle,98121
18087,47.6038,-122.3301,WA,West,Seattle,98116
18086,47.6038,-122.3301,WA,West,Seattle,98115
18085,47.6038,-122.3301,WA,West,Seattle,98112
18084,47.6038,-122.3301,WA,West,Seattle,98109
18082,47.6038,-122.3301,WA,West,Seattle,98107
18081,47.6038,-122.3301,WA,West,Seattle,98106
18080,47.6038,-122.3301,WA,West,Seattle,98106
18079,47.6038,-122.3301,WA,West,Seattle,98105
18078,47.6038,-122.3301,WA,West,Seattle,98104
18077,47.6038,-122.3301,WA,West,Seattle,98104
18075,47.6038,-122.3301,WA,West,Seattle,98104
18074,47.6038,-122.3301,WA,West,Seattle,98103
18073,47.6038,-122.3301,WA,West,Seattle,98101
18072,47.6038,-122.3301,WA,West,Seattle,98101
18071,47.6088,-122.0423,WA,West,Sammamish,98074
18069,47.4799,-122.2034,WA,West,Renton,98058
18068,47.4799,-122.2034,WA,West,Renton,98057
18067,47.4799,-122.2034,WA,West,Renton,98056
18066,47.6694,-122.1239,WA,West,Redmond,98053
18065,47.6694,-122.1239,WA,West,Redmond,98053
18062,47.1849,-122.2921,WA,West,Puyallup,98374
18061,47.1849,-122.2921,WA,West,Puyallup,98372
18059,47.7391,-122.6393,WA,West,Poulsbo,98370
18058,47.5316,-122.6384,WA,West,Port Orchard,98367
18056,48.9854,-123.078,WA,West,Point Roberts,98281
18055,47.045,-122.8949,WA,West,Olympia,98516
18053,47.045,-122.8949,WA,West,Olympia,98512
18050,47.4305,-122.5429,WA,West,Olalla,98359
18048,47.7757,-117.5461,WA,West,Nine Mile Falls,99026
18045,48.42,-122.3264,WA,West,Mount Vernon,98274
18044,47.8601,-122.2043,WA,West,Mill Creek,98012
18043,47.8601,-122.2043,WA,West,Mill Creek,98012
18042,48.9243,-122.0771,WA,West,Maple Falls,98266
18041,47.8279,-122.3054,WA,West,Lynnwood,98087
18040,48.9466,-122.4569,WA,West,Lynden,98264
18037,48.9466,-122.4569,WA,West,Lynden,98264
18036,48.04,-122.4094,WA,West,Langley,98260
18035,47.1718,-122.5185,WA,West,Lakewood,98498
18034,48.0198,-122.0661,WA,West,Lake Stevens,98258
18033,48.3887,-122.4963,WA,West,La Conner,98257
18032,45.8639,-122.6686,WA,West,La Center,98629
18030,47.686,-122.192,WA,West,Kirkland,98033
18027,47.686,-122.192,WA,West,Kirkland,98033
18024,47.3827,-122.227,WA,West,Kent,98030
18022,47.7573,-122.244,WA,West,Kenmore,98028
18019,47.5349,-122.0433,WA,West,Issaquah,98027
18018,47.5349,-122.0433,WA,West,Issaquah,98027
18017,47.7514,-122.5228,WA,West,Indianola,98342
18016,47.0396,-122.2786,WA,West,Graham,98338
18015,47.326,-122.5879,WA,West,Gig Harbor,98332
18014,47.326,-122.5879,WA,West,Gig Harbor,98332
18013,47.326,-122.5879,WA,West,Gig Harbor,98332
18011,47.2317,-122.5143,WA,West,Fircrest,98466
18010,47.9673,-122.2014,WA,West,Everett,98208
18009,47.9673,-122.2014,WA,West,Everett,98203
18008,47.2048,-121.9916,WA,West,Enumclaw,98022
18006,47.8106,-122.3775,WA,West,Edmonds,98026
18005,47.4157,-120.2931,WA,West,East Wenatchee,98802
18004,47.7423,-121.9857,WA,West,Duvall,98019
18001,47.3988,-122.3099,WA,West,Des Moines,98198
17999,48.5466,-117.9055,WA,West,Colville,99114
17997,47.841,-120.0165,WA,West,Chelan,98816
17995,46.66,-122.9634,WA,West,Chehalis,98532
17994,46.7204,-122.9614,WA,West,Centralia,98531
17991,48.4757,-122.3254,WA,West,Burlington,98233
17990,47.4699,-122.3485,WA,West,Burien,98166
17988,45.7289,-122.5421,WA,West,Brush Prairie,98606
17987,45.7289,-122.5421,WA,West,Brush Prairie,98606
17986,47.7845,-122.2743,WA,West,Brier,98036
17985,47.7599,-122.2068,WA,West,Bothell,98021
17984,47.7599,-122.2068,WA,West,Bothell,98012
17980,47.7599,-122.2068,WA,West,Bothell,98011
17979,48.7544,-122.4789,WA,West,Bellingham,98229
17978,48.7544,-122.4789,WA,West,Bellingham,98229
17977,48.7544,-122.4789,WA,West,Bellingham,98229
17976,48.7544,-122.4789,WA,West,Bellingham,98226
17975,48.7544,-122.4789,WA,West,Bellingham,98226
17974,48.7544,-122.4789,WA,West,Bellingham,98225
17973,48.7544,-122.4789,WA,West,Bellingham,98225
17972,47.6144,-122.1923,WA,West,Bellevue,98008
17970,47.6144,-122.1923,WA,West,Bellevue,98005
17969,47.6144,-122.1923,WA,West,Bellevue,98004
17968,47.6144,-122.1923,WA,West,Bellevue,98004
17967,47.6144,-122.1923,WA,West,Bellevue,98004
17966,47.6144,-122.1923,WA,West,Bellevue,98004
17965,45.7814,-122.5337,WA,West,Battle Ground,98604
17964,47.6553,-122.5351,WA,West,Bainbridge Island,98110
17962,47.3075,-122.2302,WA,West,Auburn,98092
17961,48.1811,-122.139,WA,West,Arlington,98223
17960,48.502,-122.6237,WA,West,Anacortes,98221
17958,44.4656,-72.6849,VT,East,Stowe,05672
17957,43.6106,-72.9726,VT,East,Rutland,05701
17956,44.1512,-72.6565,VT,East,Northfield,05663
17955,44.4724,-73.2115,VT,East,Burlington,05408
17954,44.197,-72.502,VT,East,Barre,05641
17951,37.2379,-76.5081,VA,East,Yorktown,23693
17950,37.2707,-76.7075,VA,East,Williamsburg,23188
17949,38.9013,-77.2652,VA,East,Vienna,22182
17948,38.9013,-77.2652,VA,East,Vienna,22182
17947,36.7282,-76.5836,VA,East,Suffolk,23434
17946,38.7891,-77.187,VA,East,Springfield,22152
17942,38.7891,-77.187,VA,East,Springfield,22150
17941,36.7265,-78.1291,VA,East,South Hill,23970
17939,38.9584,-77.358,VA,East,Reston,20190
17937,37.386,-76.3172,VA,East,Port Haywood,23138
17936,38.7509,-77.4753,VA,East,Manassas,20110
17935,37.65,-77.61,VA,East,Henrico,23238
17934,38.8823,-77.1711,VA,East,Falls Church,22041
17932,37.3569,-77.4422,VA,East,Chester,23831
17931,36.8257,-79.3981,VA,East,Chatham,24531
17930,38.8404,-77.4289,VA,East,Centreville,20121
17929,38.8404,-77.4289,VA,East,Centreville,20120
17926,36.853,-75.9774,VA,East,Virginia Beach,23454
17925,37.2379,-76.5081,VA,East,Yorktown,23692
17924,36.948,-81.087,VA,East,Wytheville,24382
17923,38.6582,-77.2497,VA,East,Woodbridge,22192
17921,37.0765,-79.8895,VA,East,Wirtz,24184
17920,36.8085,-76.7441,VA,East,Windsor,23487
17919,37.2707,-76.7075,VA,East,Williamsburg,23188
17917,37.2707,-76.7075,VA,East,Williamsburg,23188
17914,37.2707,-76.7075,VA,East,Williamsburg,23188
17913,37.2707,-76.7075,VA,East,Williamsburg,23188
17912,38.7135,-77.7954,VA,East,Warrenton,20186
17911,36.853,-75.9774,VA,East,Virginia Beach,23456
17908,36.853,-75.9774,VA,East,Virginia Beach,23455
17906,36.853,-75.9774,VA,East,Virginia Beach,23454
17905,36.853,-75.9774,VA,East,Virginia Beach,23453
17904,36.853,-75.9774,VA,East,Virginia Beach,23451
17901,38.9013,-77.2652,VA,East,Vienna,22182
17900,38.9013,-77.2652,VA,East,Vienna,22180
17899,37.3799,-76.8041,VA,East,Toano,23168
17898,39.0016,-77.4032,VA,East,Sterling,20165
17897,39.0016,-77.4032,VA,East,Sterling,20164
17896,38.7891,-77.187,VA,East,Springfield,22151
17895,38.1881,-77.6742,VA,East,Spotsylvania,22551
17894,38.2332,-78.3692,VA,East,Ruckersville,22968
17893,37.726,-77.6783,VA,East,Rockville,23146
17892,37.94,-79.39,VA,East,Rockbridge Baths,24473
17891,37.271,-79.9414,VA,East,Roanoke,24019
17890,37.271,-79.9414,VA,East,Roanoke,24018
17889,37.5385,-77.4343,VA,East,Richmond,23238
17888,37.5385,-77.4343,VA,East,Richmond,23233
17887,37.5385,-77.4343,VA,East,Richmond,23230
17886,37.5385,-77.4343,VA,East,Richmond,23224
17885,37.5385,-77.4343,VA,East,Richmond,23223
17884,37.5385,-77.4343,VA,East,Richmond,23223
17883,37.5385,-77.4343,VA,East,Richmond,23221
17881,37.5385,-77.4343,VA,East,Richmond,23221
17880,38.9584,-77.358,VA,East,Reston,20191
17879,38.9584,-77.358,VA,East,Reston,20190
17878,39.1368,-77.7147,VA,East,Purcellville,20132
17874,36.8354,-76.2983,VA,East,Portsmouth,23703
17873,38.2454,-78.1108,VA,East,Orange,22960
17871,38.2454,-78.1108,VA,East,Orange,22960
17870,38.8814,-77.3006,VA,East,Oakton,22124
17867,36.8465,-76.2916,VA,East,Norfolk,23505
17866,36.8465,-76.2916,VA,East,Norfolk,23504
17865,36.8465,-76.2916,VA,East,Norfolk,23503
17864,36.8465,-76.2916,VA,East,Norfolk,23502
17863,37.8213,-77.6844,VA,East,Montpelier,23192
17862,37.5063,-77.6493,VA,East,Midlothian,23113
17861,37.5063,-77.6493,VA,East,Midlothian,23112
17860,38.92,-77.22,VA,East,Mclean,22102
17859,38.92,-77.22,VA,East,Mclean,22101
17858,38.7509,-77.4753,VA,East,Manassas,20112
17857,38.7509,-77.4753,VA,East,Manassas,20110
17856,38.025,-78.0036,VA,East,Louisa,23093
17855,39.1154,-77.5645,VA,East,Leesburg,20175
17854,38.9695,-77.3859,VA,East,Herndon,20171
17852,38.9695,-77.3859,VA,East,Herndon,20170
17850,37.9176,-76.4722,VA,East,Heathsville,22473
17849,38.8121,-77.6367,VA,East,Haymarket,20169
17848,38.8121,-77.6367,VA,East,Haymarket,20169
17846,37.0301,-76.3452,VA,East,Hampton,23666
17844,37.0301,-76.3452,VA,East,Hampton,23666
17843,38.2674,-78.8259,VA,East,Grottoes,24441
17841,38.9982,-77.2883,VA,East,Great Falls,22066
17839,38.1374,-78.1878,VA,East,Gordonsville,22942
17838,38.2968,-77.4834,VA,East,Fredericksburg,22407
17837,38.8823,-77.1711,VA,East,Falls Church,22046
17836,38.8823,-77.1711,VA,East,Falls Church,22044
17835,38.8823,-77.1711,VA,East,Falls Church,22042
17832,38.8462,-77.3064,VA,East,Fairfax,22033
17831,38.8462,-77.3064,VA,East,Fairfax,22033
17830,38.8462,-77.3064,VA,East,Fairfax,22032
17829,38.8462,-77.3064,VA,East,Fairfax,22032
17828,38.8462,-77.3064,VA,East,Fairfax,22031
17827,37.5429,-78.4572,VA,East,Dillwyn,23936
17824,37.3426,-78.975,VA,East,Concord,24538
17820,36.7151,-79.9153,VA,East,Collinsville,24078
17819,38.7802,-77.3865,VA,East,Clifton,20124
17817,36.7184,-76.2467,VA,East,Chesapeake,23323
17816,36.7184,-76.2467,VA,East,Chesapeake,23322
17813,36.7184,-76.2467,VA,East,Chesapeake,23322
17812,36.7184,-76.2467,VA,East,Chesapeake,23322
17811,36.7184,-76.2467,VA,East,Chesapeake,23320
17809,38.0293,-78.4767,VA,East,Charlottesville,22911
17806,38.0293,-78.4767,VA,East,Charlottesville,22911
17805,38.0293,-78.4767,VA,East,Charlottesville,22903
17802,38.0293,-78.4767,VA,East,Charlottesville,22903
17800,38.8404,-77.4289,VA,East,Centreville,20121
17799,38.7771,-77.2755,VA,East,Burke,22015
17797,38.7771,-77.2755,VA,East,Burke,22015
17796,38.7771,-77.2755,VA,East,Burke,22015
17795,37.0804,-77.9972,VA,East,Blackstone,23824
17793,37.2297,-80.4137,VA,East,Blacksburg,24060
17791,39.1518,-77.9822,VA,East,Berryville,22611
17790,37.3345,-79.5235,VA,East,Bedford,24523
17789,37.3345,-79.5235,VA,East,Bedford,24523
17788,37.786,-77.105,VA,East,Aylett,23009
17787,39.0437,-77.4875,VA,East,Ashburn,20147
17786,38.8769,-77.0893,VA,East,Arlington,22207
17785,38.8769,-77.0893,VA,East,Arlington,22206
17783,38.8769,-77.0893,VA,East,Arlington,22202
17781,38.8769,-77.0893,VA,East,Arlington,22202
17779,38.8769,-77.0893,VA,East,Arlington,22201
17777,37.5851,-79.0514,VA,East,Amherst,24521
17775,38.8051,-77.047,VA,East,Alexandria,22314
17774,38.8051,-77.047,VA,East,Alexandria,22308
17772,38.8051,-77.047,VA,East,Alexandria,22303
17771,38.8051,-77.047,VA,East,Alexandria,22302
17770,38.8051,-77.047,VA,East,Alexandria,22302
17769,38.8051,-77.047,VA,East,Alexandria,22301
17768,40.5749,-111.848,UT,West,Sandy,84092
17767,40.053,-111.6735,UT,West,Salem,84653
17765,40.3641,-111.7385,UT,West,Pleasant Grove,84062
17764,39.0989,-112.2708,UT,West,Holden,84636
17763,40.3769,-111.7958,UT,West,American Fork,84003
17760,41.205,-112.0489,UT,West,West Haven,84401
17759,40.4555,-109.5287,UT,West,Vernal,84078
17758,40.5308,-112.2983,UT,West,Tooele,84074
17757,40.5308,-112.2983,UT,West,Tooele,84074
17754,39.9755,-111.7852,UT,West,Santaquin,84655
17752,37.133,-113.6541,UT,West,Santa Clara,84765
17750,40.5749,-111.848,UT,West,Sandy,84093
17749,40.5749,-111.848,UT,West,Sandy,84092
17747,40.767,-111.8904,UT,West,Salt Lake City,84124
17746,40.767,-111.8904,UT,West,Salt Lake City,84115
17744,40.767,-111.8904,UT,West,Salt Lake City,84109
17742,40.767,-111.8904,UT,West,Salt Lake City,84106
17739,40.767,-111.8904,UT,West,Salt Lake City,84105
17738,37.11,-113.56,UT,West,Saint George,84770
17737,40.2338,-111.6585,UT,West,Provo,84604
17736,40.3641,-111.7385,UT,West,Pleasant Grove,84062
17735,40.2975,-111.6945,UT,West,Orem,84097
17734,40.8486,-111.9069,UT,West,North Salt Lake,84054
17733,41.3071,-111.9602,UT,West,North Ogden,84414
17732,40.6111,-111.8999,UT,West,Midvale,84047
17731,40.3433,-111.7208,UT,West,Lindon,84042
17730,37.6775,-113.0619,UT,West,Cedar City,84720
17728,40.8895,-111.8805,UT,West,Bountiful,84010
17725,26.988,-99.1674,TX,Central,Zapata,78076
17724,29.9974,-98.0986,TX,Central,Wimberley,78676
17723,30.298,-97.8019,TX,Central,West Lake Hills,78746
17722,31.8035,-97.0933,TX,Central,West,76691
17720,26.1595,-97.9908,TX,Central,Weslaco,78599
17719,32.3865,-96.8483,TX,Central,Waxahachie,75165
17718,32.8579,-97.2547,TX,Central,Watauga,76148
17716,32.8579,-97.2547,TX,Central,Watauga,76137
17715,31.5493,-97.1467,TX,Central,Waco,76710
17714,31.5493,-97.1467,TX,Central,Waco,76708
17712,30.1316,-94.0155,TX,Central,Vidor,77662
17711,30.1316,-94.0155,TX,Central,Vidor,77662
17709,32.5249,-95.6372,TX,Central,Van,75790
17708,32.3513,-95.3011,TX,Central,Tyler,75703
17707,30.0972,-95.6161,TX,Central,Tomball,77377
17706,30.1734,-95.5047,TX,Central,The Woodlands,77382
17703,33.4251,-94.0477,TX,Central,Texarkana,75501
17702,31.0982,-97.3428,TX,Central,Temple,76502
17701,29.6197,-95.6349,TX,Central,Sugar Land,77479
17700,30.0799,-95.4173,TX,Central,Spring,77388
17698,30.0799,-95.4173,TX,Central,Spring,77388
17697,30.0799,-95.4173,TX,Central,Spring,77386
17696,30.0799,-95.4173,TX,Central,Spring,77386
17695,30.4755,-98.1564,TX,Central,Spicewood,78669
17694,32.9412,-97.1342,TX,Central,Southlake,76092
17693,30.0086,-97.1594,TX,Central,Smithville,78957
17692,30.0086,-97.1594,TX,Central,Smithville,78957
17691,29.5688,-97.9647,TX,Central,Seguin,78155
17690,28.4153,-96.7136,TX,Central,Seadrift,77983
17686,29.5633,-95.0197,TX,Central,Seabrook,77586
17685,29.5633,-95.0197,TX,Central,Seabrook,77586
17684,29.4246,-98.4951,TX,Central,San Antonio,78255
17682,29.4246,-98.4951,TX,Central,San Antonio,78254
17680,29.4246,-98.4951,TX,Central,San Antonio,78253
17679,29.4246,-98.4951,TX,Central,San Antonio,78251
17678,29.4246,-98.4951,TX,Central,San Antonio,78250
17677,29.4246,-98.4951,TX,Central,San Antonio,78250
17676,29.4246,-98.4951,TX,Central,San Antonio,78249
17675,29.4246,-98.4951,TX,Central,San Antonio,78245
17674,29.4246,-98.4951,TX,Central,San Antonio,78217
17673,29.4246,-98.4951,TX,Central,San Antonio,78216
17672,29.4246,-98.4951,TX,Central,San Antonio,78215
17671,29.4246,-98.4951,TX,Central,San Antonio,78212
17670,29.4246,-98.4951,TX,Central,San Antonio,78212
17669,29.4246,-98.4951,TX,Central,San Antonio,78210
17668,29.4246,-98.4951,TX,Central,San Antonio,78209
17667,31.4648,-100.4398,TX,Central,San Angelo,76906
17666,32.9029,-96.5639,TX,Central,Rowlett,75089
17664,32.8923,-96.4067,TX,Central,Rockwall,75032
17663,32.8923,-96.4067,TX,Central,Rockwall,75032
17660,29.5822,-95.7608,TX,Central,Richmond,77469
17659,29.5822,-95.7608,TX,Central,Richmond,77469
17658,29.5822,-95.7608,TX,Central,Richmond,77407
17656,29.5822,-95.7608,TX,Central,Richmond,77406
17655,32.9482,-96.7297,TX,Central,Richardson,75082
17654,32.5176,-96.8044,TX,Central,Red Oak,75154
17653,32.5176,-96.8044,TX,Central,Red Oak,75154
17652,33.8112,-95.5244,TX,Central,Powderly,75473
17651,27.8768,-97.3234,TX,Central,Portland,78374
17650,27.8768,-97.3234,TX,Central,Portland,78374
17649,33.0137,-96.6925,TX,Central,Plano,75075
17648,33.0137,-96.6925,TX,Central,Plano,75024
17647,30.4394,-97.62,TX,Central,Pflugerville,78660
17646,29.6911,-95.2091,TX,Central,Pasadena,77506
17644,29.6911,-95.2091,TX,Central,Pasadena,77504
17643,33.6618,-95.5555,TX,Central,Paris,75460
17642,35.5362,-100.9599,TX,Central,Pampa,79065
17640,31.0788,-97.6056,TX,Central,Nolanville,76559
17639,29.8922,-96.4902,TX,Central,New Ulm,78950
17637,29.7026,-98.1256,TX,Central,New Braunfels,78132
17636,30.0381,-97.8909,TX,Central,Mountain City,78610
17634,30.3883,-95.6963,TX,Central,Montgomery,77316
17633,29.6186,-95.5377,TX,Central,Missouri City,77459
17631,29.6186,-95.5377,TX,Central,Missouri City,77459
17630,26.2159,-98.3253,TX,Central,Mission,78572
17629,32.4824,-96.9944,TX,Central,Midlothian,76065
17628,28.88,-97.27,TX,Central,Meyersville,77974
17624,33.1976,-96.6154,TX,Central,Mckinney,75070
17623,33.1976,-96.6154,TX,Central,Mckinney,75070
17621,26.2044,-98.2301,TX,Central,Mcallen,78501
17620,30.2094,-95.7508,TX,Central,Magnolia,77355
17619,31.3386,-94.7289,TX,Central,Lufkin,75904
17616,33.0462,-96.9942,TX,Central,Lewisville,75077
17615,33.0462,-96.9942,TX,Central,Lewisville,75067
17614,29.5075,-95.0949,TX,Central,League City,77573
17613,27.5061,-99.5089,TX,Central,Laredo,78045
17612,30.3645,-97.9875,TX,Central,Lakeway,78738
17611,29.9893,-97.8772,TX,Central,Kyle,78640
17609,30.6605,-93.8927,TX,Central,Kirbyville,75956
17608,30.0497,-95.1846,TX,Central,Kingwood,77339
17604,29.7858,-95.8244,TX,Central,Katy,77494
17603,29.7858,-95.8244,TX,Central,Katy,77494
17602,29.7858,-95.8244,TX,Central,Katy,77494
17601,29.7858,-95.8244,TX,Central,Katy,77449
17600,29.7858,-95.8244,TX,Central,Katy,77449
17597,29.7858,-95.8244,TX,Central,Katy,77449
17596,32.814,-96.9489,TX,Central,Irving,75063
17595,32.814,-96.9489,TX,Central,Irving,75063
17594,32.814,-96.9489,TX,Central,Irving,75061
17593,32.814,-96.9489,TX,Central,Irving,75038
17591,33.9515,-98.6687,TX,Central,Iowa Park,76367
17590,32.8235,-97.1706,TX,Central,Hurst,76053
17589,29.9988,-95.2622,TX,Central,Humble,77396
17588,32.7571,-97.7067,TX,Central,Hudson Oaks,76087
