transaction_date,customer_id,description,stock_code,invoice_no,quantity,sales,unit_price
12/21/2020 16:31,,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
12/22/2020 13:20,17239.0,Dog and Puppy Pads,85123A,,0,0.0,15.3
12/23/2020 11:50,13534.0,Earth Rated Dog Poop Bags,85099B,,-1,-11.7,11.7
12/23/2020 11:50,13534.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
1/4/2021 10:48,14606.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
1/4/2021 15:46,15373.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-76.5,76.5
1/5/2021 10:50,12782.0,Rechargeable Pet Nail Grinder,22960,,-2,-45.0,22.5
1/5/2021 11:42,12471.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
1/5/2021 15:40,17213.0,Dog and Puppy Pads,85123A,,0,0.0,17.7
1/5/2021 15:43,13081.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
1/5/2021 16:02,17511.0,ProBiotic Supplements for Dogs,79321,,0,0.0,25.5
1/6/2021 11:40,14680.0,Pet Grooming Brush,20725,,0,0.0,8.7
1/6/2021 11:40,14680.0,Sheba Perfect Portions Pat Wet Cat Food,22197,,0,0.0,5.1
1/7/2021 9:32,17230.0,Dog and Puppy Pads,85123A,,0,0.0,15.3
1/7/2021 10:56,13680.0,Earth Rated Dog Poop Bags,85099B,,-16,-158.4,9.9
1/7/2021 10:56,13680.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,,-3,-35.1,11.7
1/7/2021 10:56,13680.0,Pet Grooming Brush,20725,,-16,-139.2,8.7
1/7/2021 10:56,13680.0,ProBiotic Supplements for Dogs,79321,,-12,-306.0,25.5
1/7/2021 10:56,13680.0,Sheba Perfect Portions Pat Wet Cat Food,22197,,-1,-5.1,5.1
1/10/2021 14:08,12471.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
1/11/2021 11:19,14299.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-3,-197.1,65.7
1/11/2021 11:22,16875.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
1/11/2021 11:42,15194.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
1/11/2021 15:02,14733.0,Dog and Puppy Pads,85123A,,0,0.0,15.3
1/11/2021 17:35,13458.0,Sheba Perfect Portions Pat Wet Cat Food,22197,,0,0.0,5.1
1/12/2021 12:30,13113.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
1/12/2021 12:51,18226.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
1/14/2021 14:33,14299.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
1/14/2021 16:55,13455.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
1/14/2021 16:58,16235.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
1/14/2021 17:11,13862.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,22.5
1/17/2021 16:20,14292.0,Dog and Puppy Pads,85123A,,0,0.0,15.3
1/20/2021 16:15,12683.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
1/20/2021 17:06,17364.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
1/21/2021 11:17,14320.0,Dog and Puppy Pads,85123A,,0,0.0,17.7
1/21/2021 11:35,12626.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
1/21/2021 12:54,14441.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
1/21/2021 16:41,15281.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
1/21/2021 17:04,18260.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
1/23/2021 16:08,13798.0,Earth Rated Dog Poop Bags,85099B,,-1,-9.9,9.9
1/23/2021 16:08,13798.0,Pet Grooming Brush,20725,,0,0.0,8.7
1/24/2021 9:30,14796.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
1/24/2021 11:14,16782.0,Dog and Puppy Pads,85123A,,0,0.0,17.7
1/25/2021 12:01,14680.0,Pet Grooming Brush,20725,,0,0.0,8.7
1/25/2021 12:25,15213.0,Pet Grooming Brush,20725,,0,0.0,9.9
1/25/2021 12:34,18277.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
1/25/2021 12:41,17091.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
1/25/2021 12:45,14389.0,Earth Rated Dog Poop Bags,85099B,,0,0.0,11.7
1/25/2021 12:45,14389.0,Pet Grooming Brush,20725,,0,0.0,9.9
1/25/2021 13:15,12471.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
1/25/2021 13:26,16191.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,22.5
1/26/2021 15:04,13098.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,22.5
1/26/2021 17:25,15215.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
1/27/2021 9:35,13050.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
1/27/2021 12:00,12709.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
1/27/2021 12:54,13777.0,Canned Cat Food,21137,,0,0.0,20.34
1/27/2021 14:26,14299.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-2,-131.4,65.7
1/27/2021 16:05,16124.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
1/27/2021 17:11,16923.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
1/28/2021 9:18,18075.0,Dog and Puppy Pads,85123A,,0,0.0,17.7
1/28/2021 9:32,14146.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
1/28/2021 14:07,14229.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
1/31/2021 11:22,16839.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
1/31/2021 11:27,15827.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
1/31/2021 11:27,15827.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
2/1/2021 10:49,14627.0,Dog and Puppy Pads,85123A,,0,0.0,17.7
2/1/2021 15:38,17511.0,Dog and Puppy Pads,85123A,,0,0.0,15.3
2/1/2021 15:38,17511.0,Earth Rated Dog Poop Bags,85099B,,0,0.0,9.9
2/1/2021 15:38,17511.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
2/1/2021 15:57,16779.0,Sheba Perfect Portions Pat Wet Cat Food,22197,,0,0.0,5.1
2/2/2021 9:39,12559.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
2/3/2021 12:59,14133.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
2/4/2021 12:29,13113.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
2/7/2021 12:44,12472.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
2/8/2021 14:55,12709.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
2/10/2021 14:13,15602.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
2/10/2021 14:59,14475.0,Pet Grooming Brush,20725,,0,0.0,9.9
2/10/2021 15:51,16558.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
2/11/2021 10:41,12471.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
2/11/2021 10:41,12471.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
2/11/2021 10:49,14441.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
2/11/2021 11:44,15044.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
2/11/2021 15:43,15658.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
2/11/2021 17:13,15270.0,Dog and Puppy Pads,85123A,,0,0.0,15.3
2/13/2021 14:28,15640.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
2/13/2021 15:45,16897.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
2/14/2021 9:54,12476.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
2/14/2021 10:56,14431.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
2/15/2021 11:28,14701.0,Sheba Perfect Portions Pat Wet Cat Food,22197,,0,0.0,5.1
2/15/2021 15:46,17819.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
2/18/2021 14:54,13408.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,22.5
2/18/2021 16:32,15122.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
2/20/2021 10:30,15465.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
2/20/2021 13:48,14667.0,Earth Rated Dog Poop Bags,85099B,,0,0.0,11.7
2/21/2021 11:46,17865.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
2/22/2021 15:22,18055.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
2/23/2021 9:41,14735.0,Rechargeable Pet Nail Grinder,22960,,-1,-22.5,22.5
2/24/2021 9:49,17147.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/2/2021 15:52,13093.0,Pet Grooming Brush,20725,,0,0.0,9.9
3/2/2021 15:52,13093.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
3/2/2021 16:20,17442.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/2/2021 16:33,12753.0,Pet Grooming Brush,20725,,0,0.0,8.7
3/2/2021 16:57,14639.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
3/2/2021 17:04,15189.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,,0,0.0,29.7
3/2/2021 17:04,15189.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
3/3/2021 11:54,17017.0,Sheba Perfect Portions Pat Wet Cat Food,22197,,0,0.0,5.1
3/3/2021 12:11,14276.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
3/3/2021 16:25,14239.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/3/2021 16:26,14239.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/4/2021 12:28,13113.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
3/6/2021 10:08,15465.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
3/7/2021 11:16,17048.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
3/7/2021 11:18,14051.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-76.5,76.5
3/7/2021 11:41,12484.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/7/2021 13:05,15189.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
3/7/2021 13:35,13089.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
3/7/2021 13:37,12921.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/7/2021 13:49,14048.0,Dog and Puppy Pads,85123A,,-1,-17.7,17.7
3/7/2021 15:52,15827.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/9/2021 11:18,15078.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/9/2021 15:08,16057.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/10/2021 11:17,14211.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/10/2021 15:03,17567.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/11/2021 11:18,16419.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/14/2021 11:45,12584.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/14/2021 12:27,14350.0,Dog and Puppy Pads,85123A,,0,0.0,17.7
3/14/2021 13:05,15502.0,Indoor Pet Camera,22502,,0,0.0,35.7
3/15/2021 15:42,15215.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
3/16/2021 11:39,18183.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/17/2021 13:55,17511.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,22.5
3/17/2021 15:46,14226.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/17/2021 17:16,13093.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/17/2021 18:13,12520.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/17/2021 18:20,14156.0,Indoor Pet Camera,22502,,0,0.0,29.7
3/17/2021 18:25,18183.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/17/2021 18:44,17675.0,NexGard Chew for Dogs,82484,,0,0.0,40.5
3/18/2021 13:32,12748.0,Pet Odor Eliminator,84879,,0,0.0,10.14
3/20/2021 10:17,15465.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
3/20/2021 11:19,16156.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/21/2021 12:50,14606.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/21/2021 14:39,15189.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
3/22/2021 11:54,15044.0,NexGard Chew for Dogs,82484,,0,0.0,47.4
3/22/2021 11:54,15044.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/23/2021 8:55,15658.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/24/2021 14:15,15189.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
3/25/2021 10:43,,Pet Odor Eliminator,84879,,-1,-10.14,10.14
3/25/2021 13:37,12528.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/27/2021 10:19,15465.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-65.7,65.7
3/27/2021 12:05,12921.0,Earth Rated Dog Poop Bags,85099B,,0,0.0,11.7
3/27/2021 12:14,16256.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,,0,0.0,29.7
3/27/2021 12:16,14911.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/29/2021 10:55,14245.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/29/2021 15:06,17511.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/29/2021 15:27,14680.0,Pet Grooming Brush,20725,,0,0.0,8.7
3/30/2021 15:06,12921.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/30/2021 15:12,12472.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/30/2021 15:14,15785.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
3/30/2021 16:54,16713.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
3/31/2021 11:58,16801.0,Rechargeable Pet Nail Grinder,22960,,-1,-25.5,25.5
3/31/2021 11:58,16801.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
3/31/2021 12:20,16619.0,Indoor Pet Camera,22502,,0,0.0,35.7
3/31/2021 15:54,13777.0,Dog and Puppy Pads,85123A,,-1,-15.3,15.3
3/31/2021 17:16,14031.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-8,-525.6,65.7
4/4/2021 9:00,13481.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
4/4/2021 12:28,15223.0,Rechargeable Pet Nail Grinder,22960,,-1,-25.5,25.5
4/4/2021 12:28,15223.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-76.5,76.5
4/5/2021 11:42,15674.0,Dog and Puppy Pads,85123A,,-1,-17.7,17.7
4/5/2021 11:42,15674.0,Indoor Pet Camera,22502,,0,0.0,35.7
4/5/2021 11:42,15674.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,,-1,-29.7,29.7
4/5/2021 11:42,15674.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,,-1,-11.7,11.7
4/5/2021 11:42,15674.0,Sheba Perfect Portions Pat Wet Cat Food,22197,,-2,-10.2,5.1
4/5/2021 11:42,15674.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
4/6/2021 17:16,17438.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
4/7/2021 10:15,16422.0,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,,-6,-91.8,15.3
4/11/2021 9:45,12656.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
4/11/2021 12:17,13113.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
4/11/2021 12:17,13113.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
4/12/2021 11:50,16558.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
4/12/2021 11:59,13098.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
4/12/2021 12:35,12854.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
4/12/2021 16:21,17576.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
4/12/2021 16:39,13324.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
4/13/2021 9:02,15737.0,Pet Grooming Brush,20725,,0,0.0,9.9
4/13/2021 9:53,15109.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
4/13/2021 9:55,15674.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
4/13/2021 13:49,16652.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
4/13/2021 13:51,16652.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
4/14/2021 11:19,13089.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-76.5,76.5
4/14/2021 16:43,17017.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
4/18/2021 12:28,16550.0,Sheba Perfect Portions Pat Wet Cat Food,22197,,0,0.0,5.1
4/18/2021 13:02,13098.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
4/18/2021 13:08,15749.0,Dog and Puppy Pads,85123A,,-321,-4911.3,15.3
4/18/2021 13:59,13798.0,Earth Rated Dog Poop Bags,85099B,,0,0.0,10.74
4/19/2021 16:33,13134.0,Rechargeable Pet Nail Grinder,22960,,-1,-25.5,25.5
4/20/2021 11:48,15465.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
4/20/2021 15:56,13717.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
4/20/2021 15:57,14323.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
4/21/2021 16:38,15594.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
4/27/2021 11:25,13113.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
4/27/2021 16:53,13993.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
4/28/2021 19:43,16163.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,,-16,-398.4,24.9
5/4/2021 15:44,12840.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
5/5/2021 18:14,13089.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-2,-131.4,65.7
5/9/2021 14:47,16242.0,UltraSound Dog Barking Deterrent,22720,,0,0.0,29.7
5/10/2021 9:59,13269.0,Indoor Pet Camera,22502,,0,0.0,35.7
5/10/2021 16:05,13098.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
5/11/2021 14:52,14367.0,Dog and Puppy Pads,85123A,,-2,-35.4,17.7
5/11/2021 15:17,14288.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
5/12/2021 10:29,14606.0,Pet Grooming Brush,20725,,0,0.0,9.9
5/12/2021 19:33,13971.0,Pet Hair Remover,23203,,-1,-12.48,12.48
5/16/2021 10:10,13662.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,,0,0.0,29.7
5/17/2021 17:24,15596.0,Indoor Pet Camera,22502,,0,0.0,35.7
5/18/2021 9:20,13650.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
5/18/2021 14:01,15311.0,Earth Rated Dog Poop Bags,85099B,,0,0.0,10.74
5/19/2021 12:15,12471.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
5/19/2021 14:47,13319.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
5/19/2021 18:10,13081.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,,-5,-148.5,29.7
5/20/2021 13:54,12681.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
5/22/2021 13:27,15555.0,Pet Grooming Brush,20725,,0,0.0,9.9
